id,stationname,lat,long,distance,freq
477,W 41 St & 8 Ave,40.75640548,-73.9900262,0.4214503251795803,16123
478,11 Ave & W 41 St,40.76030096,-73.99884222,0.3764418407849472,10020
479,9 Ave & W 45 St,40.76019252,-73.9912551,0.20381330406110312,12468
480,W 53 St & 10 Ave,40.76669671,-73.99061728,0.2771870250551662,7283
481,S 3 St & Bedford Ave,40.71260486,-73.96264403,0.8875568989322742,2722
482,W 15 St & 7 Ave,40.73935542,-73.99931783,0.21238008706896652,12249
483,E 12 St & 3 Ave,40.73223272,-73.98889957,0.27546973523023566,13071
484,W 44 St & 5 Ave,40.75500254,-73.98014437,0.18078595429731042,7306
485,W 37 St & 5 Ave,40.75038009,-73.98338988,0.21621053861489994,8531
486,Broadway & W 29 St,40.7462009,-73.98855723,0.27746196646567306,11150
487,E 20 St & FDR Drive,40.73314259,-73.97573881,0.4019959344869283,7997
488,W 39 St & 9 Ave,40.75645824,-73.99372222,0.453160897434503,14299
489,10 Ave & W 28 St,40.75066386,-74.00176802,0.266390058117933,10620
490,8 Ave & W 33 St,40.751551,-73.993934,0.37010700565873467,19754
491,E 24 St & Park Ave S,40.74096374,-73.98602213,0.1333068745405938,12671
492,W 33 St & 7 Ave,40.75019995,-73.99093085,0.4452969569602664,13980
493,W 45 St & 6 Ave,40.7568001,-73.98291153,0.22796377177023075,10369
494,W 26 St & 8 Ave,40.74734825,-73.99723551,0.07830811241498678,12812
495,W 47 St & 10 Ave,40.76269882,-73.99301222,0.02918403273373548,8213
496,E 16 St & 5 Ave,40.73726186,-73.99238967,0.41252308519924274,13630
497,E 17 St & Broadway,40.73704984,-73.99009296,0.3727735736521004,28937
498,Broadway & W 32 St,40.74854862,-73.98808416,0.4344774913870849,13575
499,Broadway & W 60 St,40.76915505,-73.98191841,0.4166172191404766,21620
500,Broadway & W 51 St,40.76228826,-73.98336183,0.4860894707864874,8867
501,FDR Drive & E 35 St,40.744219,-73.97121214,0.06425877781082728,10211
502,Henry St & Grand St,40.714215,-73.981346,0.11826756334106842,7669
503,E 20 St & Park Ave,40.73827428,-73.98751968,0.27224191822609867,2534
504,1 Ave & E 15 St,40.73221853,-73.98165557,0.1570266779137727,16440
505,6 Ave & W 33 St,40.74901271,-73.98848395,0.42384246258435393,13486
507,E 25 St & 2 Ave,40.73912601,-73.97973776,0.10560895516950562,11833
508,W 46 St & 11 Ave,40.76341379,-73.99667444,0.21683260409679614,8541
509,9 Ave & W 22 St,40.7454973,-74.00197139,0.14523167598121592,14328
510,W 51 St & 6 Ave,40.7606597,-73.98042047,0.5119680177688527,9132
511,E 14 St & Avenue B,40.72938685,-73.97772429,0.13474150700055987,9485
512,W 29 St & 9 Ave,40.7500727,-73.99839279,0.17187606067182842,8942
513,W 56 St & 10 Ave,40.768254,-73.988639,0.3943781913981504,5874
514,12 Ave & W 40 St,40.76087502,-74.00277668,0.5539707728616377,17072
515,W 43 St & 10 Ave,40.76009437,-73.99461843,0.2252196226120355,11846
517,Pershing Square South,40.751581,-73.97791,0.2963084658341132,9761
518,E 39 St & 2 Ave,40.74780373,-73.9734419,0.1787870973095601,13095
519,Pershing Square North,40.751873,-73.977706,0.2977747314027666,33382
520,W 52 St & 5 Ave,40.75992262,-73.97648516,0.5587209406577676,5846
521,8 Ave & W 31 St,40.750967348716,-73.994442075491,0.3224807452971641,35492
522,E 51 St & Lexington Ave,40.75714758,-73.97207836,0.5049556771552386,6672
523,W 38 St & 8 Ave,40.75466591,-73.99138152,0.4490153253331308,16369
524,W 43 St & 6 Ave,40.75527307,-73.98316936,0.12305202574610571,0
525,W 34 St & 11 Ave,40.75594159,-74.0021163,0.6034823777937907,5655
526,E 33 St & 5 Ave,40.74765947,-73.98490707,0.4092423157306983,8348
527,E 33 St & 2 Ave,40.744023,-73.976056,0.13889544125672557,4208
528,2 Ave & E 31 St,40.74290902,-73.97706058,0.20788865125268388,18545
529,W 42 St & 8 Ave,40.7575699,-73.99098507,0.38181942660613477,9756
530,11 Ave & W 59 St,40.771522,-73.990541,0.2462534774693482,10849
532,S 5 Pl & S 4 St,40.710451,-73.960876,0.9828185859029731,7851
533,Broadway & W 39 St,40.75299641,-73.98721619,0.22579645013314795,8432
536,1 Ave & E 30 St,40.74144387,-73.97536082,0.1743035965419309,11305
537,Lexington Ave & E 24 St,40.74025878,-73.98409214,0.2437719171446388,11761
539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,1.041450887313713,6861
540,Lexington Ave & E 29 St,40.743115553765,-73.982153534889,0.3030780021882445,14027
545,E 23 St & 1 Ave,40.736502,-73.97809472,0.2412815237813052,11397
546,E 30 St & Park Ave S,40.74444921,-73.98303529,0.30169149956575525,12178
2000,Front St & Washington St,40.70255088,-73.98940236,0.606419027473634,5732
2001,Sands St & Navy St,40.699773,-73.979927,0.8284975224119999,418
2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,0.926363517903669,6359
2003,1 Ave & E 18 St,40.733812191966,-73.98054420948,0.18121738413906074,9355
2004,6 Ave & Broome St,40.724399,-74.004704,0.13088625040648935,7569
2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056,0.6314334625145495,322
2006,Central Park S & 6 Ave,40.76590936,-73.97634151,0.7798749311546661,14307
2008,Little West St & 1 Pl,40.70569254,-74.01677685,0.20537354083759274,9400
2009,Catherine St & Monroe St,40.71117444,-73.99682619,0.11120249178861846,4832
2010,Grand St & Greene St,40.72165481,-74.00234737,0.25816664609628015,8305
2012,E 27 St & 1 Ave,40.739445,-73.976806,0.0772259616476024,6894
2017,E 43 St & 2 Ave,40.75022392,-73.97121414,0.3639378890432719,4052
2021,W 45 St & 8 Ave,40.75929124,-73.98859651,0.32883110850862685,9582
2022,E 60 St & York Ave,40.759107,-73.959223,0.08825955206813091,6075
2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,0.554333163814482,4600
3002,South End Ave & Liberty St,40.711512,-74.015756,0.0649172402041683,19407
